codigo_venda,data,id_loja,produto,quantidade,valor_unitario,valor_final
12698,2019-03-08,Bourbon Shopping SP,Terno Estampa,1,706.0,706.0
12698,2019-03-08,Bourbon Shopping SP,Bermuda,1,150.0,150.0
12699,2019-03-08,Salvador Shopping,Cinto Linho,1,248.0,248.0
12699,2019-03-08,Salvador Shopping,Mochila Estampa,4,277.0,1108.0
12700,2019-03-08,Shopping Midway Mall,Mochila Estampa,3,277.0,831.0
12700,2019-03-08,Shopping Midway Mall,Camiseta Estampa,3,196.0,588.0
12700,2019-03-08,Shopping Midway Mall,Cinto Liso,1,209.0,209.0
12701,2019-03-08,Center Shopping Uberlândia,Polo Listrado,1,149.0,149.0
12701,2019-03-08,Center Shopping Uberlândia,Bermuda Xadrez,1,155.0,155.0
12702,2019-03-08,Shopping Center Leste Aricanduva,Cueca Xadrez,1,60.0,60.0
12702,2019-03-08,Shopping Center Leste Aricanduva,Camisa Linho,1,141.0,141.0
12704,2019-03-08,Shopping Barra,Camisa Gola V Liso,1,118.0,118.0
12704,2019-03-08,Shopping Barra,Cueca Estampa,2,66.0,132.0
12704,2019-03-08,Shopping Barra,Cinto Liso,3,209.0,627.0
12706,2019-03-08,Shopping Barra,Sunga Xadrez,2,116.0,232.0
12707,2019-03-08,Shopping Center Interlagos,Terno Liso,1,720.0,720.0
12707,2019-03-08,Shopping Center Interlagos,Bermuda Xadrez,5,155.0,775.0
12708,2019-03-08,Bourbon Shopping SP,Cinto Liso,1,209.0,209.0
12708,2019-03-08,Bourbon Shopping SP,Tênis Estampa,1,256.0,256.0
12709,2019-03-08,Norte Shopping,Sunga Estampa,1,120.0,120.0
12711,2019-03-08,Center Shopping Uberlândia,Sapato Estampa,2,358.0,716.0
12711,2019-03-08,Center Shopping Uberlândia,Camiseta Linho,1,223.0,223.0
12712,2019-03-08,Center Shopping Uberlândia,Camisa Gola V,2,100.0,200.0
12712,2019-03-08,Center Shopping Uberlândia,Tênis Liso,1,266.0,266.0
12713,2019-03-08,Novo Shopping Ribeirão Preto,Short Linho,2,133.0,266.0
12713,2019-03-08,Novo Shopping Ribeirão Preto,Calça Xadrez,1,185.0,185.0
12713,2019-03-08,Novo Shopping Ribeirão Preto,Camisa Linho,3,141.0,423.0
12713,2019-03-08,Novo Shopping Ribeirão Preto,Sunga Linho,4,149.0,596.0
12713,2019-03-08,Novo Shopping Ribeirão Preto,Relógio Linho,4,240.0,960.0
12716,2019-03-08,Center Shopping Uberlândia,Camisa,3,100.0,300.0
12719,2019-03-08,Novo Shopping Ribeirão Preto,Mochila Liso,1,276.0,276.0
12720,2019-03-08,Norte Shopping,Calça Estampa,5,177.0,885.0
12720,2019-03-08,Norte Shopping,Terno Linho,1,750.0,750.0
12720,2019-03-08,Norte Shopping,Sunga Estampa,1,120.0,120.0
12721,2019-03-08,Shopping Midway Mall,Casaco Linho,4,299.0,1196.0
12721,2019-03-08,Shopping Midway Mall,Polo Xadrez,1,142.0,142.0
12722,2019-03-08,Shopping Ibirapuera,Bermuda Estampa,3,169.0,507.0
12723,2019-03-08,Shopping Barra,Meia Estampa,1,50.0,50.0
12724,2019-03-08,Norte Shopping,Pulseira Liso,4,87.0,348.0
12724,2019-03-08,Norte Shopping,Bermuda Xadrez,5,155.0,775.0
12724,2019-03-08,Norte Shopping,Tênis Listrado,2,262.0,524.0
12726,2019-03-08,Shopping Recife,Sapato Xadrez,3,368.0,1104.0
12728,2019-03-08,Shopping Recife,Cinto Listrado,3,214.0,642.0
12728,2019-03-08,Shopping Recife,Chinelo Estampa,5,74.0,370.0
12729,2019-03-08,Shopping Eldorado,Short Liso,1,108.0,108.0
12730,2019-03-08,Salvador Shopping,Cueca,1,50.0,50.0
12730,2019-03-08,Salvador Shopping,Gorro Linho,2,124.0,248.0
12733,2019-03-08,Shopping Ibirapuera,Sunga Liso,1,114.0,114.0
12733,2019-03-08,Shopping Ibirapuera,Cinto Liso,2,209.0,418.0
12733,2019-03-08,Shopping Ibirapuera,Meia Xadrez,3,41.0,123.0
12734,2019-03-08,Shopping Iguatemi Fortaleza,Gorro Listrado,1,97.0,97.0
12735,2019-03-08,Shopping Midway Mall,Tênis Estampa,3,256.0,768.0
12736,2019-03-08,Rio Mar Shopping Fortaleza,Meia Liso,4,38.0,152.0
12736,2019-03-08,Rio Mar Shopping Fortaleza,Calça,1,170.0,170.0
12736,2019-03-08,Rio Mar Shopping Fortaleza,Tênis,3,250.0,750.0
12739,2019-03-08,Shopping Vila Velha,Calça Listrado,2,181.0,362.0
12740,2019-03-08,Novo Shopping Ribeirão Preto,Mochila Listrado,5,275.0,1375.0
12740,2019-03-08,Novo Shopping Ribeirão Preto,Relógio,2,200.0,400.0
12740,2019-03-08,Novo Shopping Ribeirão Preto,Camiseta Linho,3,223.0,669.0
12740,2019-03-08,Novo Shopping Ribeirão Preto,Relógio Xadrez,1,214.0,214.0
12743,2019-03-08,Shopping Eldorado,Polo Estampa,1,138.0,138.0
12744,2019-03-08,Shopping Ibirapuera,Meia,2,30.0,60.0
12744,2019-03-08,Shopping Ibirapuera,Gorro Xadrez,5,85.0,425.0
12746,2019-03-08,Shopping Iguatemi Fortaleza,Bermuda Listrado,5,163.0,815.0
12746,2019-03-08,Shopping Iguatemi Fortaleza,Camisa Estampa,2,113.0,226.0
12747,2019-03-08,Salvador Shopping,Camiseta Linho,5,223.0,1115.0
12747,2019-03-08,Salvador Shopping,Cinto Listrado,1,214.0,214.0
12748,2019-03-08,Shopping Iguatemi Fortaleza,Polo Listrado,3,149.0,447.0
12749,2019-03-08,Shopping União de Osasco,Gorro Liso,5,92.0,460.0
12749,2019-03-08,Shopping União de Osasco,Pulseira Xadrez,5,87.0,435.0
12749,2019-03-08,Shopping União de Osasco,Chinelo,2,60.0,120.0
12751,2019-03-08,Shopping Eldorado,Gorro Xadrez,2,85.0,170.0
12752,2019-03-08,Shopping Center Leste Aricanduva,Camisa Gola V Linho,2,145.0,290.0
12752,2019-03-08,Shopping Center Leste Aricanduva,Calça Liso,1,190.0,190.0
12754,2019-03-08,Shopping SP Market,Chinelo Linho,2,105.0,210.0
12754,2019-03-08,Shopping SP Market,Camisa Gola V,1,100.0,100.0
12754,2019-03-08,Shopping SP Market,Terno Xadrez,1,709.0,709.0
12755,2019-03-08,Novo Shopping Ribeirão Preto,Polo Listrado,2,149.0,298.0
12756,2019-03-08,Novo Shopping Ribeirão Preto,Camisa Gola V,1,100.0,100.0
12756,2019-03-08,Novo Shopping Ribeirão Preto,Gorro Listrado,2,97.0,194.0
12757,2019-03-08,Iguatemi Campinas,Mochila Linho,1,311.0,311.0
12757,2019-03-08,Iguatemi Campinas,Camiseta,4,180.0,720.0
12758,2019-03-08,Salvador Shopping,Short Estampa,1,96.0,96.0
12759,2019-03-08,Novo Shopping Ribeirão Preto,Cinto Liso,1,209.0,209.0
12760,2019-03-08,Parque Dom Pedro Shopping,Polo Liso,1,137.0,137.0
12761,2019-03-08,Shopping Center Leste Aricanduva,Sunga Listrado,1,114.0,114.0
12762,2019-03-08,Novo Shopping Ribeirão Preto,Sunga Linho,1,149.0,149.0
12762,2019-03-08,Novo Shopping Ribeirão Preto,Chinelo Xadrez,1,66.0,66.0
12763,2019-03-08,Shopping Recife,Calça Listrado,1,181.0,181.0
12763,2019-03-08,Shopping Recife,Meia Listrado,2,37.0,74.0
12764,2019-03-08,Rio Mar Recife,Camisa Listrado,3,108.0,324.0
12764,2019-03-08,Rio Mar Recife,Tênis Linho,1,294.0,294.0
12764,2019-03-08,Rio Mar Recife,Bermuda Liso,1,157.0,157.0
12766,2019-03-08,Novo Shopping Ribeirão Preto,Casaco Estampa,1,256.0,256.0
12766,2019-03-08,Novo Shopping Ribeirão Preto,Cinto Estampa,5,209.0,1045.0
12768,2019-03-08,Palladium Shopping Curitiba,Gorro Linho,1,124.0,124.0
12768,2019-03-08,Palladium Shopping Curitiba,Chinelo Xadrez,1,66.0,66.0
12769,2019-03-08,Rio Mar Shopping Fortaleza,Pulseira Xadrez,5,87.0,435.0
12770,2019-03-08,Rio Mar Recife,Bermuda Estampa,1,169.0,169.0
12771,2019-03-08,Rio Mar Shopping Fortaleza,Camisa Listrado,2,108.0,216.0
12772,2019-03-08,Shopping SP Market,Short Xadrez,1,100.0,100.0
12772,2019-03-08,Shopping SP Market,Gorro Xadrez,1,85.0,85.0
12773,2019-03-08,Ribeirão Shopping,Casaco,1,250.0,250.0
12775,2019-03-08,Shopping União de Osasco,Polo Xadrez,1,142.0,142.0
12775,2019-03-08,Shopping União de Osasco,Pulseira Liso,2,87.0,174.0
12776,2019-03-08,Shopping Barra,Camisa Xadrez,1,105.0,105.0
12777,2019-03-08,Salvador Shopping,Pulseira Estampa,2,87.0,174.0
12778,2019-03-08,Center Shopping Uberlândia,Polo Xadrez,1,142.0,142.0
12778,2019-03-08,Center Shopping Uberlândia,Sunga Listrado,2,114.0,228.0
12778,2019-03-08,Center Shopping Uberlândia,Cueca Listrado,5,67.0,335.0
12779,2019-03-08,Shopping Barra,Relógio Linho,4,240.0,960.0
12779,2019-03-08,Shopping Barra,Relógio Liso,1,216.0,216.0
12780,2019-03-08,Rio Mar Shopping Fortaleza,Gorro Estampa,3,93.0,279.0
12782,2019-03-08,Parque Dom Pedro Shopping,Short Xadrez,2,100.0,200.0
12782,2019-03-08,Parque Dom Pedro Shopping,Camisa Gola V Listrado,4,116.0,464.0
12782,2019-03-08,Parque Dom Pedro Shopping,Terno Xadrez,1,709.0,709.0
12784,2019-03-08,Norte Shopping,Gorro Estampa,2,93.0,186.0
12784,2019-03-08,Norte Shopping,Cinto Linho,1,248.0,248.0
12784,2019-03-08,Norte Shopping,Bermuda,2,150.0,300.0
12785,2019-03-08,Novo Shopping Ribeirão Preto,Relógio Listrado,3,218.0,654.0
12786,2019-03-08,Norte Shopping,Camiseta Liso,1,187.0,187.0
12786,2019-03-08,Norte Shopping,Gorro Estampa,3,93.0,279.0
12786,2019-03-08,Norte Shopping,Sunga Xadrez,1,116.0,116.0
12786,2019-03-08,Norte Shopping,Relógio Liso,2,216.0,432.0
12789,2019-03-08,Center Shopping Uberlândia,Meia,4,30.0,120.0
12790,2019-03-08,Shopping Iguatemi Fortaleza,Short Listrado,5,102.0,510.0
12791,2019-03-08,Iguatemi Esplanada,Relógio Linho,2,240.0,480.0
12792,2019-03-08,Shopping Vila Velha,Sapato Linho,2,391.0,782.0
12792,2019-03-08,Shopping Vila Velha,Camiseta Linho,3,223.0,669.0
12793,2019-03-08,Center Shopping Uberlândia,Polo Linho,3,176.0,528.0
12793,2019-03-08,Center Shopping Uberlândia,Polo,2,130.0,260.0
12793,2019-03-08,Center Shopping Uberlândia,Tênis Linho,3,294.0,882.0
12793,2019-03-08,Center Shopping Uberlândia,Relógio Liso,3,216.0,648.0
12795,2019-03-08,Rio Mar Shopping Fortaleza,Cueca Linho,1,93.0,93.0
12795,2019-03-08,Rio Mar Shopping Fortaleza,Pulseira Listrado,2,79.0,158.0
12795,2019-03-08,Rio Mar Shopping Fortaleza,Cinto Liso,2,209.0,418.0
12795,2019-03-08,Rio Mar Shopping Fortaleza,Camisa Gola V,5,100.0,500.0
12796,2019-03-08,Rio Mar Recife,Meia Listrado,1,37.0,37.0
12796,2019-03-08,Rio Mar Recife,Meia Estampa,1,50.0,50.0
12797,2019-03-08,Shopping Eldorado,Casaco Estampa,4,256.0,1024.0
12797,2019-03-08,Shopping Eldorado,Gorro Xadrez,1,85.0,85.0
12798,2019-03-08,Center Shopping Uberlândia,Cueca Liso,2,69.0,138.0
12798,2019-03-08,Center Shopping Uberlândia,Calça Liso,4,190.0,760.0
12799,2019-03-08,Center Shopping Uberlândia,Calça Estampa,4,177.0,708.0
12800,2019-03-08,Shopping Center Leste Aricanduva,Meia Xadrez,2,41.0,82.0
12801,2019-03-08,Shopping Vila Velha,Terno Xadrez,1,709.0,709.0
12801,2019-03-08,Shopping Vila Velha,Bermuda,1,150.0,150.0
12802,2019-03-08,Bourbon Shopping SP,Pulseira,1,70.0,70.0
12802,2019-03-08,Bourbon Shopping SP,Sunga Xadrez,1,116.0,116.0
12803,2019-03-08,Shopping Vila Velha,Pulseira,1,70.0,70.0
12804,2019-03-08,Rio Mar Recife,Gorro Linho,1,124.0,124.0
12805,2019-03-08,Shopping Barra,Gorro Listrado,3,97.0,291.0
12806,2019-03-08,Salvador Shopping,Meia Linho,1,78.0,78.0
12806,2019-03-08,Salvador Shopping,Tênis,3,250.0,750.0
12807,2019-03-08,Shopping Barra,Bermuda Estampa,1,169.0,169.0
12810,2019-03-08,Novo Shopping Ribeirão Preto,Cueca Listrado,2,67.0,134.0
12814,2019-03-08,Iguatemi Esplanada,Short Estampa,2,96.0,192.0
12814,2019-03-08,Iguatemi Esplanada,Pulseira Liso,1,87.0,87.0
12817,2019-03-08,Shopping Iguatemi Fortaleza,Bermuda Xadrez,3,155.0,465.0
12817,2019-03-08,Shopping Iguatemi Fortaleza,Gorro Estampa,2,93.0,186.0
12817,2019-03-08,Shopping Iguatemi Fortaleza,Camisa Listrado,1,108.0,108.0
12818,2019-03-08,Shopping Vila Velha,Camiseta Estampa,2,196.0,392.0
12818,2019-03-08,Shopping Vila Velha,Relógio Xadrez,5,214.0,1070.0
12818,2019-03-08,Shopping Vila Velha,Tênis Linho,1,294.0,294.0
12819,2019-03-08,Shopping Center Leste Aricanduva,Sunga,2,100.0,200.0
12821,2019-03-08,Ribeirão Shopping,Sunga,1,100.0,100.0
12821,2019-03-08,Ribeirão Shopping,Cueca Xadrez,2,60.0,120.0
12821,2019-03-09,Ribeirão Shopping,Camiseta Xadrez,3,200.0,600.0
12822,2019-03-09,Iguatemi Campinas,Mochila,4,270.0,1080.0
12823,2019-03-09,Shopping Center Leste Aricanduva,Short Estampa,1,96.0,96.0
12823,2019-03-09,Shopping Center Leste Aricanduva,Camisa Estampa,4,113.0,452.0
12824,2019-03-09,Novo Shopping Ribeirão Preto,Calça Liso,2,190.0,380.0
12824,2019-03-09,Novo Shopping Ribeirão Preto,Cueca,1,50.0,50.0
12824,2019-03-09,Novo Shopping Ribeirão Preto,Pulseira Liso,2,87.0,174.0
12828,2019-03-09,Shopping Ibirapuera,Camisa Linho,1,141.0,141.0
12828,2019-03-09,Shopping Ibirapuera,Chinelo Linho,2,105.0,210.0
12828,2019-03-09,Shopping Ibirapuera,Calça Estampa,4,177.0,708.0
12829,2019-03-09,Shopping SP Market,Camisa Xadrez,1,105.0,105.0
12829,2019-03-09,Shopping SP Market,Camisa Gola V Xadrez,2,107.0,214.0
12830,2019-03-09,Parque Dom Pedro Shopping,Pulseira Liso,5,87.0,435.0
12831,2019-03-09,Shopping Ibirapuera,Pulseira Linho,1,114.0,114.0
12831,2019-03-09,Shopping Ibirapuera,Polo Liso,5,137.0,685.0
12832,2019-03-09,Shopping Midway Mall,Terno Linho,1,750.0,750.0
12833,2019-03-09,Norte Shopping,Cueca Listrado,2,67.0,134.0
12833,2019-03-09,Norte Shopping,Tênis Estampa,1,256.0,256.0
12834,2019-03-09,Parque Dom Pedro Shopping,Camisa,2,100.0,200.0
12835,2019-03-09,Shopping Morumbi,Relógio Listrado,4,218.0,872.0
12835,2019-03-09,Shopping Morumbi,Camisa Gola V,3,100.0,300.0
12836,2019-03-09,Shopping Iguatemi Fortaleza,Meia Linho,2,78.0,156.0
12837,2019-03-09,Shopping Ibirapuera,Polo,2,130.0,260.0
12837,2019-03-09,Shopping Ibirapuera,Short Estampa,4,96.0,384.0
12838,2019-03-09,Rio Mar Shopping Fortaleza,Casaco Linho,1,299.0,299.0
12840,2019-03-09,Shopping Center Interlagos,Mochila Liso,1,276.0,276.0
12840,2019-03-09,Shopping Center Interlagos,Meia Xadrez,1,41.0,41.0
12840,2019-03-09,Shopping Center Interlagos,Cueca,1,50.0,50.0
12841,2019-03-09,Iguatemi Esplanada,Meia Xadrez,1,41.0,41.0
12843,2019-03-09,Passei das Águas Shopping,Sunga,3,100.0,300.0
12843,2019-03-09,Passei das Águas Shopping,Meia Linho,1,78.0,78.0
12844,2019-03-09,Passei das Águas Shopping,Cueca Xadrez,2,60.0,120.0
12844,2019-03-09,Passei das Águas Shopping,Bermuda Estampa,1,169.0,169.0
12844,2019-03-09,Passei das Águas Shopping,Sunga,1,100.0,100.0
12844,2019-03-09,Passei das Águas Shopping,Terno Listrado,4,709.0,2836.0
12845,2019-03-09,Shopping Recife,Camiseta Xadrez,3,200.0,600.0
12845,2019-03-09,Shopping Recife,Polo Listrado,2,149.0,298.0
12846,2019-03-09,Passei das Águas Shopping,Sapato Listrado,4,363.0,1452.0
12847,2019-03-09,Iguatemi Campinas,Short Linho,1,133.0,133.0
12847,2019-03-09,Iguatemi Campinas,Terno Liso,3,720.0,2160.0
12847,2019-03-09,Iguatemi Campinas,Sapato Linho,2,391.0,782.0
12848,2019-03-09,Center Shopping Uberlândia,Sunga Listrado,2,114.0,228.0
12848,2019-03-09,Center Shopping Uberlândia,Chinelo Xadrez,3,66.0,198.0
12849,2019-03-09,Salvador Shopping,Calça Liso,2,190.0,380.0
12850,2019-03-09,Shopping Midway Mall,Cinto Listrado,3,214.0,642.0
12850,2019-03-09,Shopping Midway Mall,Cueca Linho,4,93.0,372.0
12851,2019-03-09,Shopping Midway Mall,Tênis Listrado,3,262.0,786.0
12851,2019-03-09,Shopping Midway Mall,Bermuda Xadrez,2,155.0,310.0
12852,2019-03-09,Shopping Ibirapuera,Mochila Liso,4,276.0,1104.0
12853,2019-03-09,Shopping Morumbi,Cueca Listrado,2,67.0,134.0
12853,2019-03-09,Shopping Morumbi,Cinto Listrado,2,214.0,428.0
12854,2019-03-09,Shopping Ibirapuera,Sapato Xadrez,3,368.0,1104.0
12854,2019-03-09,Shopping Ibirapuera,Terno Liso,1,720.0,720.0
12854,2019-03-09,Shopping Ibirapuera,Camisa Gola V Listrado,2,116.0,232.0
12855,2019-03-09,Center Shopping Uberlândia,Terno Estampa,2,706.0,1412.0
12855,2019-03-09,Center Shopping Uberlândia,Camisa,3,100.0,300.0
12855,2019-03-09,Center Shopping Uberlândia,Pulseira Xadrez,1,87.0,87.0
12859,2019-03-09,Shopping Eldorado,Casaco Liso,3,255.0,765.0
12860,2019-03-09,Passei das Águas Shopping,Camiseta Xadrez,5,200.0,1000.0
12861,2019-03-09,Shopping Barra,Cueca,2,50.0,100.0
12861,2019-03-09,Shopping Barra,Camiseta Estampa,3,196.0,588.0
12861,2019-03-09,Shopping Barra,Meia,1,30.0,30.0
12861,2019-03-09,Shopping Barra,Calça,4,170.0,680.0
12862,2019-03-09,Shopping Iguatemi Fortaleza,Polo Linho,1,176.0,176.0
12862,2019-03-09,Shopping Iguatemi Fortaleza,Tênis Liso,1,266.0,266.0
12863,2019-03-09,Shopping Eldorado,Short Listrado,2,102.0,204.0
12864,2019-03-09,Shopping Iguatemi Fortaleza,Camisa Listrado,1,108.0,108.0
12865,2019-03-09,Rio Mar Shopping Fortaleza,Meia,4,30.0,120.0
12866,2019-03-09,Shopping Iguatemi Fortaleza,Gorro Liso,2,92.0,184.0
12867,2019-03-09,Norte Shopping,Sapato Xadrez,2,368.0,736.0
12867,2019-03-09,Norte Shopping,Camisa Gola V Liso,1,118.0,118.0
12867,2019-03-09,Norte Shopping,Sapato Linho,5,391.0,1955.0
12868,2019-03-09,Parque Dom Pedro Shopping,Cueca Liso,4,69.0,276.0
12869,2019-03-09,Shopping SP Market,Camisa Gola V Xadrez,5,107.0,535.0
12870,2019-03-09,Palladium Shopping Curitiba,Bermuda Linho,1,195.0,195.0
12870,2019-03-09,Palladium Shopping Curitiba,Tênis Liso,3,266.0,798.0
12871,2019-03-09,Bourbon Shopping SP,Sapato Xadrez,2,368.0,736.0
12871,2019-03-09,Bourbon Shopping SP,Camisa Gola V,1,100.0,100.0
12872,2019-03-09,Center Shopping Uberlândia,Camiseta Estampa,1,196.0,196.0
12872,2019-03-09,Center Shopping Uberlândia,Mochila,2,270.0,540.0
12872,2019-03-09,Center Shopping Uberlândia,Chinelo Estampa,1,74.0,74.0
12873,2019-03-09,Shopping Recife,Pulseira Xadrez,1,87.0,87.0
12873,2019-03-09,Shopping Recife,Calça Liso,1,190.0,190.0
12873,2019-03-09,Shopping Recife,Tênis Liso,1,266.0,266.0
12873,2019-03-09,Shopping Recife,Mochila Linho,1,311.0,311.0
12874,2019-03-09,Shopping Iguatemi Fortaleza,Tênis,2,250.0,500.0
12875,2019-03-09,Shopping Midway Mall,Camiseta Estampa,5,196.0,980.0
12876,2019-03-09,Palladium Shopping Curitiba,Chinelo Xadrez,1,66.0,66.0
12877,2019-03-09,Shopping Barra,Calça Liso,5,190.0,950.0
12878,2019-03-09,Shopping Eldorado,Cinto Estampa,3,209.0,627.0
12880,2019-03-09,Shopping SP Market,Chinelo Estampa,1,74.0,74.0
12881,2019-03-09,Norte Shopping,Polo Liso,1,137.0,137.0
12881,2019-03-09,Norte Shopping,Camisa Gola V Linho,1,145.0,145.0
12882,2019-03-09,Rio Mar Shopping Fortaleza,Meia Estampa,2,50.0,100.0
12882,2019-03-09,Rio Mar Shopping Fortaleza,Chinelo,4,60.0,240.0
12883,2019-03-09,Palladium Shopping Curitiba,Calça Liso,1,190.0,190.0
12885,2019-03-09,Bourbon Shopping SP,Pulseira Estampa,1,87.0,87.0
12885,2019-03-09,Bourbon Shopping SP,Short,1,90.0,90.0
12887,2019-03-09,Iguatemi Esplanada,Pulseira Linho,5,114.0,570.0
12889,2019-03-09,Salvador Shopping,Cinto Liso,2,209.0,418.0
12889,2019-03-09,Salvador Shopping,Camisa Gola V,1,100.0,100.0
12889,2019-03-09,Salvador Shopping,Polo Listrado,2,149.0,298.0
12891,2019-03-09,Iguatemi Campinas,Polo Linho,5,176.0,880.0
12892,2019-03-09,Parque Dom Pedro Shopping,Calça Listrado,2,181.0,362.0
12893,2019-03-09,Ribeirão Shopping,Cinto Xadrez,2,215.0,430.0
12894,2019-03-09,Shopping União de Osasco,Cinto Xadrez,2,215.0,430.0
12895,2019-03-09,Iguatemi Esplanada,Mochila Liso,1,276.0,276.0
12895,2019-03-09,Iguatemi Esplanada,Tênis Xadrez,2,259.0,518.0
12895,2019-03-09,Iguatemi Esplanada,Gorro Linho,2,124.0,248.0
12896,2019-03-09,Shopping Ibirapuera,Camisa Gola V Listrado,3,116.0,348.0
12896,2019-03-09,Shopping Ibirapuera,Relógio Liso,2,216.0,432.0
12896,2019-03-09,Shopping Ibirapuera,Bermuda Liso,1,157.0,157.0
12896,2019-03-09,Shopping Ibirapuera,Calça Liso,3,190.0,570.0
12896,2019-03-09,Shopping Ibirapuera,Mochila Xadrez,1,283.0,283.0
12896,2019-03-09,Shopping Ibirapuera,Sunga Linho,2,149.0,298.0
12897,2019-03-09,Rio Mar Shopping Fortaleza,Cueca Listrado,1,67.0,67.0
12898,2019-03-09,Salvador Shopping,Camiseta Listrado,2,197.0,394.0
12898,2019-03-09,Salvador Shopping,Calça Linho,3,211.0,633.0
12899,2019-03-09,Shopping União de Osasco,Sunga Liso,2,114.0,228.0
12900,2019-03-09,Passei das Águas Shopping,Cinto Xadrez,4,215.0,860.0
12900,2019-03-09,Passei das Águas Shopping,Chinelo Listrado,3,73.0,219.0
12901,2019-03-09,Bourbon Shopping SP,Short Listrado,3,102.0,306.0
12901,2019-03-09,Bourbon Shopping SP,Pulseira Liso,1,87.0,87.0
12902,2019-03-09,Passei das Águas Shopping,Polo Liso,1,137.0,137.0
12902,2019-03-09,Passei das Águas Shopping,Cinto Liso,1,209.0,209.0
12902,2019-03-09,Passei das Águas Shopping,Terno Listrado,1,709.0,709.0
12902,2019-03-09,Passei das Águas Shopping,Cinto,2,200.0,400.0
12903,2019-03-09,Rio Mar Recife,Cueca Xadrez,1,60.0,60.0
12903,2019-03-09,Rio Mar Recife,Sapato Estampa,5,358.0,1790.0
12904,2019-03-09,Passei das Águas Shopping,Bermuda Xadrez,1,155.0,155.0
12905,2019-03-09,Center Shopping Uberlândia,Chinelo Listrado,2,73.0,146.0
12905,2019-03-09,Center Shopping Uberlândia,Sapato Liso,2,368.0,736.0
12905,2019-03-09,Center Shopping Uberlândia,Camiseta,1,180.0,180.0
12906,2019-03-09,Shopping Vila Velha,Meia Listrado,4,37.0,148.0
12909,2019-03-09,Rio Mar Shopping Fortaleza,Cueca Estampa,2,66.0,132.0
12909,2019-03-09,Rio Mar Shopping Fortaleza,Relógio Estampa,5,219.0,1095.0
12910,2019-03-09,Ribeirão Shopping,Meia Linho,1,78.0,78.0
12912,2019-03-09,Shopping Eldorado,Cinto Liso,1,209.0,209.0
12912,2019-03-09,Shopping Eldorado,Gorro Liso,2,92.0,184.0
12913,2019-03-09,Passei das Águas Shopping,Camisa Linho,2,141.0,282.0
12914,2019-03-09,Ribeirão Shopping,Bermuda Xadrez,1,155.0,155.0
12914,2019-03-09,Ribeirão Shopping,Sapato Linho,5,391.0,1955.0
12915,2019-03-09,Bourbon Shopping SP,Terno Estampa,3,706.0,2118.0
12915,2019-03-09,Bourbon Shopping SP,Chinelo Linho,1,105.0,105.0
12915,2019-03-09,Bourbon Shopping SP,Sunga Estampa,4,120.0,480.0
12915,2019-03-09,Bourbon Shopping SP,Casaco Listrado,5,269.0,1345.0
12916,2019-03-09,Bourbon Shopping SP,Gorro,4,80.0,320.0
12916,2019-03-09,Bourbon Shopping SP,Casaco Xadrez,5,259.0,1295.0
12918,2019-03-09,Parque Dom Pedro Shopping,Mochila Liso,2,276.0,552.0
12918,2019-03-09,Parque Dom Pedro Shopping,Calça Listrado,2,181.0,362.0
12918,2019-03-09,Parque Dom Pedro Shopping,Cueca Xadrez,3,60.0,180.0
12920,2019-03-09,Novo Shopping Ribeirão Preto,Calça Xadrez,3,185.0,555.0
12920,2019-03-09,Novo Shopping Ribeirão Preto,Pulseira Linho,2,114.0,228.0
12920,2019-03-09,Novo Shopping Ribeirão Preto,Relógio Listrado,3,218.0,654.0
12921,2019-03-09,Shopping Center Leste Aricanduva,Chinelo Listrado,1,73.0,73.0
12922,2019-03-09,Bourbon Shopping SP,Terno,4,700.0,2800.0
12922,2019-03-09,Bourbon Shopping SP,Cueca Xadrez,4,60.0,240.0
12922,2019-03-09,Bourbon Shopping SP,Sapato Xadrez,3,368.0,1104.0
12923,2019-03-09,Rio Mar Shopping Fortaleza,Sunga Xadrez,3,116.0,348.0
12923,2019-03-09,Rio Mar Shopping Fortaleza,Polo Estampa,1,138.0,138.0
12924,2019-03-09,Shopping Ibirapuera,Chinelo,5,60.0,300.0
12925,2019-03-09,Iguatemi Campinas,Sunga Linho,2,149.0,298.0
12925,2019-03-09,Iguatemi Campinas,Tênis Liso,1,266.0,266.0
12927,2019-03-09,Shopping Center Interlagos,Casaco Xadrez,3,259.0,777.0
12927,2019-03-09,Shopping Center Interlagos,Mochila,3,270.0,810.0
12927,2019-03-09,Shopping Center Interlagos,Relógio Liso,1,216.0,216.0
12927,2019-03-09,Shopping Center Interlagos,Cueca Xadrez,1,60.0,60.0
12928,2019-03-09,Rio Mar Shopping Fortaleza,Terno Linho,1,750.0,750.0
12928,2019-03-09,Rio Mar Shopping Fortaleza,Gorro Linho,2,124.0,248.0
12930,2019-03-09,Shopping Vila Velha,Cinto,5,200.0,1000.0
12930,2019-03-09,Shopping Vila Velha,Cinto Xadrez,1,215.0,215.0
12931,2019-03-09,Center Shopping Uberlândia,Terno Estampa,1,706.0,706.0
12932,2019-03-09,Shopping Vila Velha,Calça Liso,1,190.0,190.0
12932,2019-03-09,Shopping Vila Velha,Camisa Liso,1,105.0,105.0
12934,2019-03-09,Shopping Vila Velha,Cueca Liso,1,69.0,69.0
12935,2019-03-09,Novo Shopping Ribeirão Preto,Calça Estampa,4,177.0,708.0
